Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,cleansing_tweets
tolol dah ditungguin juga bgst',1,1,1,0,0,0,0,0,1,1,0,0,tolol sudah ditunggu juga bangsat
Nurul Arifin Bertekad Buat Kota Bandung Seperti Jakarta USER USER #BandungGeulis #BandungHarmonis #Calonwalikotabandung #Calonwalikotabandung2018,0,0,0,0,0,0,0,0,0,0,0,0,nurul arifin bertekad buat kota bandung seperti jakarta bandung cantik bandung harmonis calon wali kota bandung calon wali kota bandung 2018
USER USER yg jadiin autis buat bahan bercandaan',0,0,0,0,0,0,0,0,0,0,0,0,yang jadikan autis buat bahan bercandaan
Setelah itu wanti wanti ke semua orang pakai nama saya supaya dapat gereja katolik',0,0,0,0,0,0,0,0,0,0,0,0,setelah itu wanti wanti ke semua orang pakai nama saya supaya dapat gereja katolik
asik ya. Dulu mati-matian dukung skrg dianggap bukan siapa-siapa. udah bantuin kampanye saracen anies,1,0,1,0,0,0,0,0,1,1,0,0,asyik ya dulu mati matian dukung sekarang dianggap bukan siapa siapa sudah bantu kampanye saracen anies
USER Telpon Pak USER .Masnya pas pilkada kemarkn milih pak USER ?Siapa tahu nasibnya spt USER .̡???̡???,0,0,0,0,0,0,0,0,0,0,0,0,telepon pak masnya pas pilihan kepala daerah kemarin memilih pak siapa tahu nasibnya surat pemberitahuan tahunan
Kebangaan kita pada spirit juang Timnas Garuda mbok jangan dirusak dengan kesinisan anda pada komentator. Kalau nggak mau dengar suara komentator ya datanglah ke stadion. Berteriaklah bersama. Orang-orang ini lho. Orang cari duit kok disinisin. Huu silit,0,1,0,0,0,0,0,0,0,0,0,0,kebanggaan kita pada spirit juang timnas garuda mbok jangan dirusak dengan kesinisan anda pada komentator kalau enggak mau dengar suara komentator ya datanglah ke stadion berteriaklah bersama orang orang ini lo orang cari duit kok disinisi hu silit
Umat Hindu dipermak Tentara Budha Radikal jadi ''Teroris Muslim Rohingya''!,1,0,0,1,1,1,0,0,0,0,1,0,umat hindu dipermak tentara buddha radikal jadi teroris muslim rohingya
USER USER yaelah lu lihatnya film G30S PKI trus buat rujukan \xf0\x9f\x98\x80\nlu baca buku Manai Sophiaan \njudulnya Kehormatan Bagi yg Berhak \n\nbiar lu melek politik siapa itu Suharto \nBanyakin baca bukan posting gambar kartun biar nda,0,0,0,0,0,0,0,0,0,0,0,0,yaelah kamu lihatnya film gerakan 30 september partai komunis indonesia terus buat rujukan kamu baca buku manai sophiaan judulnya kehormatan bagi yang berhak biar kamu melek politik siapa itu soeharto perbanyak baca bukan posting gambar kartun biar tidak
USER Sarap tidur lagi enak si wkwk',0,1,0,0,0,0,0,0,0,0,0,0,sarap tidur lagi enak sih wkwk
kenapa gua selalu suka dengan anime2 yg ceritanya selalu ada perjanjian dg iblis nya? #DeathNote #TokyoGhoul #NanatsuNoTaizai #BlackButtler #Overlord #Noragami',0,0,0,0,0,0,0,0,0,0,0,0,kenapa gue selalu suka dengan anime anime yang ceritanya selalu ada perjanjian dengan iblis nya death note tokyo ghoul nanatsu no taizai black buttler overlord noragami
USER USER Marah tah Bang aku bilang Etnis Cina jgn kasi kesempatan memimpin Indonesia??? Cz mereka watak aslinya Menjajah?,1,0,0,1,0,1,0,0,0,0,1,0,marah tah bang aku bilang etnis cina jangan kasih kesempatan memimpin indonesia soalnya mereka watak aslinya menjajah
USER Pengen eek di kamar mandi tapi ada kecoa ih aq takut \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0,0,0,0,0,0,0,0,0,0,0,ingin tai di kamar mandi tapi ada kecoa ih aku takut
"2.Kalau PANGKAL tentang 'radikal' ini Eslam konyol sontoloyo penjual dan pengibul agama kawanan Guntur Romlah, maka disitulah kualitas 'radikalnya'. Lalu antara 'terorisme' dan 'radikalisme' inipun pengertiannya selalu dikawinkan, terorisme satu dgn radi",1,1,0,1,1,0,0,0,0,0,1,0,kalau pangkal tentang radikal ini islam konyol sontoloyo penjual dan pengibul agama kawanan guntur romlah maka disitulah kualitas radikalnya lalu antara terorisme dan radikalisme inipun pengertiannya selalu dikawinkan terorisme satu dengan radi
"Padahal, persoalannya sangat sederhana. Ganjar Pranowo membacakan ulang PuisiGus Mus, seorang ulama yang juga dikenal dengan produktifitasnya sebagai penyair, di acara ̢??Rosi: Kandidat Bicara̢?? awal Maret lalu. #PercayaGanjarYasin",0,0,0,0,0,0,0,0,0,0,0,0,padahal persoalannya sangat sederhana ganjar pranowo membacakan ulang puisi gus mus seorang ulama yang juga dikenal dengan produktivitasnya sebagai penyair di acara rosi kandidat bicara awal maret lalu percaya ganjar yasin
"Percayalah bahawa setiap manusia di dunia ini diuji oleh Allah SWT. \n\n\xe2\x80\xa2 Yang kaya, diuji dgn sifat tamak.\n\xe2\x80\xa2 Yang miskin, diuji dgn kesusahan.\n\nPercayalah juga bahawa golongan LGBT diuji dengan lebih hebat kerana Allah menguji n",0,0,0,0,0,0,0,0,0,0,0,0,percayalah bahwa setiap manusia di dunia ini diuji oleh allah subhanahu wa taala yang kayak diuji dengan sifat tamak yang miskin diuji dengan kesusahan percayalah juga bahwa golongan lgbt diuji dengan lebih hebat ke ranah allah menguji
#catat!Terimakasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku utk mengerti apa itu persahabatan',0,1,0,0,0,0,0,0,0,0,0,0,catat terima kasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku untuk mengerti apa itu persahabatan
Ini screenshot udh agak lama tapi lupa mau kuposting \xf0\x9f\x98\xa5ada yg ketawa ga? Sirinya agak budek dengernya bunggus \xf0\x9f\x98\xb0 URL,0,1,0,0,0,0,0,0,0,0,0,0,ini screenshot sudah agak lama tapi lupa mau aku posting ada yang tertawa tidak sirinya agak budek dengarnya bungkus uniform resource locator
USER Cebong itu is kepalanya = isi perutmya prof.',1,1,0,1,0,0,0,0,1,0,1,0,cebong itu is kepalanya isi perutnya prof
Tamu jokowi tu.,0,0,0,0,0,0,0,0,0,0,0,0,tamu jokowi itu
"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.'",0,1,0,0,0,0,0,0,0,0,0,0,heran juga saya setan iblis pada kabur dan takut kalau mendengar azan tapi ini makhluk allah yang satu ini anteng saja dengar azan bahkan pura pura budek kupingnya kalah dong setan iblis
gue ngerasa gue ga sipit mata gue kecil aja tapi orang orang bilang gue sipit dan mata gue gabisa melotot...',0,0,0,0,0,0,0,0,0,0,0,0,gue merasa gue tidak sipit mata gue kecil saja tapi orang orang bilang gue sipit dan mata gue tidak bisa melotot
USER Jangan lemah pak polisi...hukum aja...milih dibui apa kerja sosial...mandiin singa apa buaya di kebun binatang...',0,0,0,0,0,0,0,0,0,0,0,0,jangan lemah pak polisi hukum saja memilih di bui apa kerja sosial memandikan singa apa buaya di kebun binatang
"Banyak orang tionghoa pinggiran yg baik2 dan menyebar sama masyarakat kebawah, mereka rata2 bisa bahasa indonesia dengan baik, mereka tdk setuju dg TKA RRC dan juga penamaan jalan RRC. Dalam pernikahan masih memakai adat didaerah (kalau bandung masih pak",0,0,0,0,0,0,0,0,0,0,0,0,banyak orang tionghoa pinggiran yang baik baik dan menyebar sama masyarakat ke bawah mereka rata rata bisa bahasa indonesia dengan baik mereka tidak setuju dengan tenaga kerja asing republik rakyat cina dan juga penamaan jalan republik rakyat cina dalam pernikahan masih memakai adat di daerah kalau bandung masih pak
RT USER: Niikmat banget duo cogant abizz lagi ngentot ...\n\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6 URL,0,1,0,0,0,0,0,0,0,0,0,0,nikmat banget duo cowok ganteng habis lagi ngentot uniform resource locator
"Hoax ala Pak USER yg mampu menyihir 250juta rakyat Indonesia, dan ; semoga rakyat Indonesia tdk tertipu lagi di pilpres 2019 #2019PresidenBaru ; ; Yuuuk Pak USER USER nonton bareng video Hoax ala Pak jokowi ???",1,0,1,0,0,0,0,0,1,1,0,0,hoaks ala pak yang mampu menyihir dua ratus lima puluh juta rakyat indonesia dan semoga rakyat indonesia tidak tertipu lagi di pemilihan presiden 2019 2019 presiden baru ayo pak menonton bareng video hoaks ala pak jokowi
"USER Pimen yen gawe ning slawi perek hotel grand dian nah ana toko matrial kue gone nyong, digawe bae pimen \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86 2x9 m temboke wkwk'",0,0,0,0,0,0,0,0,0,0,0,0,bagaimana yen kerja ning slawi perek hotel grand dian nah saya toko material kue gone nyong digawe baik bagaimana 2x9 temboknya wkwk
Nisanjinan brengsek saya jadi ketawa.\xf0\x9f\x98\xad',0,1,0,0,0,0,0,0,0,0,0,0,nisan jinan berengsek saya jadi tertawa
"USER halaah pak pak ... yang gaduh itu kan cuma org2 spt bpk, skr ya tenang lah lapak udah dikuasai, tinggal bagi2 kue ke sesama gerombolan, kemaren kan pada kelaparan gk dapat apa pun, mau maling pun susah. ; ; rakyat makin parah. ;",0,0,0,0,0,0,0,0,0,0,0,0,alah pak pak yang gaduh itu kan cuma orang orang surat pemberitahuan tahunan bapak sekarang ya tenang lah lapak sudah dikuasai tinggal bagi bagi kue ke sesama gerombolan kemarin kan pada kelaparan tidak dapat apa pun mau maling pun susah rakyat makin parah
Jika memang kudu memberikan/menyantuni anak yatim piatu ya seharusnya ndak harus orang/si anak yatim piatu itu dari golongan muslim saja. Mau beragama kristen;katolik;hindu;budha dll-nya ya harusnya tetap disantuni.begitu nenurut aturan Agama Alloh.',0,0,0,0,0,0,0,0,0,0,0,0,jika memang harus memberikan menyantuni anak yatim piatu ya seharusnya tidak harus orang sih anak yatim piatu itu dari golongan muslim saja mau beragama kristen katolik hindu buddha dan lain lain nya ya harusnya tetap disantuni begitu menurut aturan agama allah
Pengusaha china ;: jk reklamasi pulau G Dibatalkan . Jokowi akan kami lengserkan,1,0,1,0,0,0,0,0,1,0,0,1,pengusaha cina jika reklamasi pulau dibatalkan jokowi akan kami lengserkan
"USER dia tdk bermata sipit, maka beritanya biasa2 saja. kalau keturunan udah di pastikan tujuh musim akan disiarkan.'",0,0,0,0,0,0,0,0,0,0,0,0,dia tidak bermata sipit maka beritanya biasa biasa saja kalau keturunan sudah di pastikan tujuh musim akan disiarkan
USER betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya,1,1,0,1,1,1,0,0,0,0,1,0,betul dan semua pihak yang menentang sih cina kafir ahok akan di kriminalisasi oleh polisi dengan semua rekayasa hukum nya
"Usir dan depak Cina dan Amerika, komunisme, sekulerisme-liberalisme dan demokrasi, ganti dengan hukum Allah dan RasulNya! [Gus Syams]",1,0,0,1,0,1,0,0,0,0,0,1,usir dan depak cina dan amerika komunisme sekulerisme liberalisme dan demokrasi ganti dengan hukum allah dan rasulnya gus syams
USER USER USER Congor nya Dedemit.',1,1,1,0,0,0,1,0,0,1,0,0,congor nya dedemit
"Kemaren tuh masuk kelas tau tau temen pada bisa sarangeul haetda-an semua edan sefamous itukah lagu itu :"")'",0,1,0,0,0,0,0,0,0,0,0,0,kemarin itu masuk kelas tau tau teman pada bisa sarangeul buset dah an semua edan seterkenal itukah lagu itu
Beberapa praktisi spiritual yg merujuk kepada kitab tsb mengatakan bahwa Hyang Widhi (sebutan utk Tuhan Maha Esa dlm agama Hindu) tdk sama dgn Gusti Allah. Dikatakan bahwa sesembahan leluhur dulu tdk lain hanyalah sebangsa jin yg tinggal di awang-awang b,0,0,0,0,0,0,0,0,0,0,0,0,beberapa praktisi spiritual yang merujuk kepada kitab tersebut mengatakan bahwa hyang widhi sebutan untuk tuhan maha esa dalam agama hindu tidak sama dengan gusti allah dikatakan bahwa sesembahan leluhur dulu tidak lain hanyalah sebangsa jin yang tinggal di awang awang
di mana ulat-ulat bangkai tidak mati dan api tidak padam. Karena setiap orang akan digarami dengan api. ~ Mrk 9: 48-49',0,0,0,0,0,0,0,0,0,0,0,0,di mana ulat ulat bangkai tidak mati dan api tidak padam karena setiap orang akan digarami dengan api mereka 48 49
USER Perbandingan fotonya jangn kek gni siiichhh pak....\xf0\x9f\x98\xb1 Nyerem2in aj. #trauma pernah dikejar bencong!\xf0\x9f\x98\xa5',0,0,0,0,0,0,0,0,0,0,0,0,perbandingan fotonya jangan kayak begini siiichhh pak menakut nakuti saja trauma pernah dikejar bencong
"Lo kalau mau lebih dekat dalam agama, coba lo berfikir bagaimana lo menjadi seperti tuhan/iblis. Benar kata ulama di Arab yang bilang kita benci yahudi itu karena doktrin dari kita kecil &amp; itu berentet sampai lo punya cicit, cucu, dll. Itu kutukan or",0,0,0,0,0,0,0,0,0,0,0,0,kamu kalau mau lebih dekat dalam agama coba kamu berpikir bagaimana kamu menjadi seperti tuhan iblis benar kata ulama di arab yang bilang kita benci yahudi itu karena doktrin dari kita kecil amp itu berentet sampai kamu punya cicit cucu dan lain lain itu kutukan orang
USER USER USER Saya bukan golongan cebong atau kaum kampret kayak dirimu \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,saya bukan golongan cebong atau kaum kampret kayak dirimu
USER Apankah pengganti kata kafir 2k17 di 2k19? Syiah? JIL? Komunis?',0,0,0,0,0,0,0,0,0,0,0,0,kapan kah pengganti kata kafir 2k17 di 2k19 syiah jil komunis
"USER setuju habiisssss, bu puan wapres pak jkw, dan #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,setuju habiisssss bu puan wakil presiden pak jokowi dan 2019 ganti presiden
USER Aseng baik banget huhuhu \xe2\x9d\xa4',0,0,0,0,0,0,0,0,0,0,0,0,asing baik banget huhu
FIFA siasat isu `suara monyet\xe2\x80\x99 aksi Perancis-Russia\nURL URL,0,0,0,0,0,0,0,0,0,0,0,0,federation of international football association siasat isu suara monyet aksi prancis rusia nurl uniform resource locator
"USER USER bang bong bang bong...lupa ya udah hampir 4 tahun presidenmu dari kelompok cebong, udah 4 th nikmati kemajuan pembangunan cebong..kecuali anda keturunan ONTa Wn jasirah sana'",1,1,1,0,0,0,0,0,1,1,0,0,bang bong bang bong lupa ya sudah hampir tahun presidenmu dari kelompok cebong sudah tahun nikmati kemajuan pembangunan cebong kecuali anda keturunan onta warga negara jasirah sana
Kenapa pemerintah korut melegalkan ganja? Karena pemerintahannya diktator komunis. Di legal in biar rakyat ga musingin pemimpinnya,1,0,1,0,0,0,0,0,1,1,0,0,kenapa pemerintah korea utara melegalkan ganja karena pemerintahannya diktator komunis di legal in biar rakyat tidak memusingkan pemimpinnya
USER USER USER USER USER USER USER USER USER USER USER ngak pake jilbab komunis..??..knalpot aja pake saringan pak...sbg org NU hrsnya bisa jg mulutnya punya saringan...',1,0,1,0,1,0,0,0,0,1,0,0,tidak pakai jilbab komunis knalpot saja pakai saringan pak sebagai orang nu seharusnya bisa juga mulutnya punya saringan
"Kemudian kami tidak hanya menyediakan untuk atlet dan official saja tapi juga penonton suporter dari negara asing yang jadi tamu-tamu kita,"" kata Bambang di Jakarta, Senin (2/7/2018). #AyoIndonesia #AsianGamesKita'",0,0,0,0,0,0,0,0,0,0,0,0,kemudian kami tidak hanya menyediakan untuk atlet dan official saja tapi juga penonton suporter dari negara asing yang jadi tamu tamu kita kata bambang di jakarta senin 2018 ayo indonesia asian games kita
USER Dasar ulama cebong.',1,1,1,0,0,0,0,0,1,1,0,0,dasar ulama cebong
Usir Cina PKI dari NKRI,1,0,0,1,0,1,0,0,0,0,0,1,usir cina partai komunis indonesia dari negara kesatuan republik indonesia
Sdh nyata tuh anies sandi yg trlibat saracen URL,1,0,0,1,0,0,0,0,1,0,1,0,sudah nyata itu anies sandi yang terlibat saracen uniform resource locator
Awas Provokasi...Jokowi disebut Antek Cina dan Anti Islam,1,0,1,0,0,1,0,0,0,1,0,0,awas provokasi jokowi disebut antek cina dan anti islam
"Anda masih solat berkiblat ke Negeri Kepunyaan Orang Arab, bagaimana Anda menyuruh Dai bicara kebangsaan Pak Lukman?",1,0,1,0,0,0,0,0,1,1,0,0,anda masih salat berkiblat ke negeri kepunyaan orang arab bagaimana anda menyuruh dai bicara kebangsaan pak lukman
RT USER: dipaksa layanin kontol dosen\n\nURL,0,1,0,0,0,0,0,0,0,0,0,0,dipaksa layani kontol dosen nurl
"SAYA NEMU TULISAN INI.; ; BANKING FOR NON BANK; Urusan bank di Indonesia sebagai urat nadi ekonomi adalah masalah yang bikin ngurut dada. Sedih, sebel, nahan marah. Saya tidak salahkan professional perbankan. Mereka...",0,0,0,0,0,0,0,0,0,0,0,0,saya menemukan tulisan ini banking for non bank urusan bank di indonesia sebagai urat nadi ekonomi adalah masalah yang bikin mengurut dada sedih kesal menahan marah saya tidak salahkan profesional perbankan mereka
pengkhianatan UUD 45 angket tu harus nya kesini.. lebih ngena... Lengserkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,pengkhianatan undang undang dasar 45 angket itu harus nya kesini lebih mengena lengserkan jokowi
"Kalau Umat Islam tidak Toleran, umat Kristiani, Budha, Rindhu, Cina, dan sebagainya itu PASTI udah kami USIR... URL",1,0,0,1,1,1,0,0,0,0,0,1,kalau umat islam tidak toleran umat kristiani buddha rindu cina dan sebagainya itu pasti sudah kami usir uniform resource locator
"Bani: (makan pisang) ""kak han aku belom pernah lho liat orang kepleset karna kulit pisang"" trus dia naroh kulit pisang di lantai trus jalan sambil pura-pura ga liat.\n""Licin juga ternyata kak han""\nYha terserah\xf0\x9f\x98\xad'",0,0,0,0,0,0,0,0,0,0,0,0,bani makan pisang kak han aku belum pernah lo lihat orang kepleset karena kulit pisang terus dia menaruh kulit pisang di lantai terus jalan sambil pura pura tidak lihat licin juga ternyata kak han nyha terserah
Cc. USER ; Miss ann USER ; Mosok yg punya partai kalah sama yg ga ada partainya? :-); Ajak follower mu yg ribuan..,1,0,1,0,0,0,0,0,1,1,0,0,cc miss ann masa yang punya partai kalah sama yang tidak ada partainya ajak pengikut mu yang ribuan
"Gubernur Jabar USER mendampingi Presiden Republik Indonesia, Bapak USER dalam meninjau pelaksanaan pembangunan Bandara BIJB Kertajati USER Majalengka, Selasa (17/04/18).; .; Cc: USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0,gubernur jabar mendampingi presiden republik indonesia bapak dalam meninjau pelaksanaan pembangunan bandara bandara internasional jawa barat kertajati majalengka selasa 17 04 18 cc
Cinta yg sejati adalah ketika kamu buta akan sekelilingmu. #Eikichi [GTO]',0,0,0,0,0,0,0,0,0,0,0,0,cinta yang sejati adalah ketika kamu buta akan sekelilingmu eikichi gerbang tol otomatis
"USER Pers harus mendorong, Penipuan Islam dibuka agar Indonesia bebas dari Jerat Islam, saya siap menjelaskan",1,0,0,1,1,0,0,0,0,0,1,0,pers harus mendorong penipuan islam dibuka agar indonesia bebas dari jerat islam saya siap menjelaskan
USER Indonesia 99% tetap ganti presiden kopanye nang ruhut #2019GantiPresiden #2019.,0,0,0,0,0,0,0,0,0,0,0,0,indonesia 99 tetap ganti presiden kampanye di ruhut 2019 ganti presiden 2019
"USER Victor baru sekali berkoar aj kalian udh kyk kbakaran jenggot!!\ngmn klu Viktor berulang kali berkoar di sana-sini, di masjid, di jalanan sperti si banci USER guru besar kalian?? apa lgi Viktor chat mesum...pasti kalian bkin rusuh sedunia\nDASAR MUNAFIK!!",1,1,0,1,0,0,0,1,0,0,1,0,victor baru sekali berkoar saja kalian sudah kayak kebakaran jenggot bagaimana kalau viktor berulang kali berkoar di sana sini di masjid di jalanan seperti sih banci guru besar kalian apa lagi viktor chat mesum pasti kalian bikin rusuh sedunia dasar munafik
"Beberapa Kriteria Pemimpin yg Layak Dilantik dlm Islam:; 1. Shiddiq, Jujur, Bkn PENDUSTA; 2. Tabligh, Tdk Menyembunyikan Kebenaran; 3. Amanah, Terpercaya, Tdk KHIANAT; 4. Fathonah, Cerdas, Tdk Ber-IQ Rendah; Dan:; 1. Adil, Taat Aturan; 2. Punya ILMU &amp;",0,0,0,0,0,0,0,0,0,0,0,0,beberapa kriteria pemimpin yang layak dilantik dalam islam sidik jujur bukan pendusta tablig tidak menyembunyikan kebenaran amanah terpercaya tidak khianat fatanah cerdas tidak ber intelligence quotient rendah dan adil taat aturan punya ilmu amp
USER indonesia itu musibah buat umat Islam tp berkah buat olang cina &amp; kristen,1,0,0,1,1,1,0,0,0,0,1,0,indonesia itu musibah buat umat islam tetapi berkah buat orang cina amp kristen
USER Aku berlindung kepada Allah dari godaan setan yg terkutuk. Aku memohon kepada Allah agar tidak merasa paling islam sendiri dan mudah menyahlahkan orang lain.',0,0,0,0,0,0,0,0,0,0,0,0,aku berlindung kepada allah dari godaan setan yang terkutuk aku memohon kepada allah agar tidak merasa paling islam sendiri dan mudah menyahlahkan orang lain
"Rilis Survei Elektabilitas Calon Walikota dan Calon Wakil Walikota Pilkada Kota Bogor 2018, Rabu 11 April 2018 pukul 12:00 Wib, bertempat di Hotel Royal Padjajaran (Hall Utama), Jl, Padjajaran No. 12 Kota Bogor USER #rilischarta #pilkadakotabogo",0,0,0,0,0,0,0,0,0,0,0,0,rilis survei elektabilitas calon wali kota dan calon wakil wali kota pilihan kepala daerah kota bogor 2018 rabu 11 april 2018 pukul 12 00 waktu indonesia bagian barat bertempat di hotel royal padjadjaran hall utama jalan padjadjaran no 12 kota bogor rilis charta pilihan kepala daerah kota bogor
USER USER lu yang munafik ngaku golput tapi panas dingin belain si kuli cina itu kejang2 liat orang kagum sama pemimpin yg karismatik bukan yg plonga plongo\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,1,0,0,0,1,0,0,kamu yang munafik mengakui golput tapi panas dingin membela sih kuli cina itu kejang kejang lihat orang kagum sama pemimpin yang karismatik bukan yang plonga plongo
"USER Parahnya Lagi TK Aseng/Asing ampe 10jt yg mau di Nusantara kan Pak,... \xf0\x9f\x98\xac'",0,0,0,0,0,0,0,0,0,0,0,0,parahnya lagi tk asing asing sampai sepuluh juta yang mau di nusantara kan pak
RT USER Yg cinta orba pasti mengidolakan prabowo &amp; hary tanoe :D,1,0,1,0,0,0,0,0,1,1,0,0,yang cinta orde baru pasti mengidolakan prabowo amp hary tanoe
alhamdulillahongkos haji turun ini dampak buat bank syariah,0,0,0,0,0,0,0,0,0,0,0,0,alhamdulillah ongkos haji turun ini dampak buat bank syariat
"USER Hahaha mcm babi ayat, pandai tak berotak'",0,1,0,0,0,0,0,0,0,0,0,0,haha macam babi ayat pandai tak berotak
RT USER USER kebesaran jiwa anies?? yang ada kebesaran ego dan ambisi. liat cara kampanyenya yang brutal 11 12 ama sandi,1,0,1,0,0,0,0,0,1,1,0,0,kebesaran jiwa anies yang ada kebesaran ego dan ambisi lihat cara kampanyenya yang brutal 11 12 sama sandi
KPK lagi lagi kalah. Sudah selayaknya di bubarkan !!!,1,0,0,1,0,0,0,0,1,0,0,1,komisi pemberantasan korupsi lagi lagi kalah sudah selayaknya di bubarkan
USER yang cina wni dukung prabowo langsung auto arab\xf0\x9f\x98\x85\xf0\x9f\x98\x86',0,0,0,0,0,0,0,0,0,0,0,0,yang cina warga negara indonesia dukung prabowo langsung auto arab
kebiadaban ahok cina kafir anak2 rakyat kecil pribumi dan ibu2 islam semua digusur dari rumahnya serta kehidupannya,1,1,1,0,1,1,0,0,0,1,0,0,kebiadaban ahok cina kafir anak anak rakyat kecil pribumi dan ibu ibu islam semua digusur dari rumahnya serta kehidupannya
USER Siap mengabdi utk kepentingan aseng',0,0,0,0,0,0,0,0,0,0,0,0,siap mengabdi untuk kepentingan asing
Jokowi kalah dg Demo. Jokowi kalah dg Rizieq. Jokowi kalah dg FPI. Lengserkan saja!!... Mending Rusak sekalian Negara ini...Bangsat!!,1,1,1,0,0,0,0,0,1,0,0,1,jokowi kalah dengan demo jokowi kalah dengan rizieq jokowi kalah dengan front pembela islam lengserkan saja mending rusak sekalian negara ini bangsat
USER USER Ohh rujukannya orang merah juga.. yang dulu temamenan bareng sama PKI.. gak kapok\xc2\xb2 begonya lu Bong..',1,1,1,0,0,0,0,0,1,1,0,0,oh rujukannya orang merah juga yang dulu teman teman bareng sama partai komunis indonesia tidak kapok begonya kamu bong
"Amoroso Katamsi, Pemeran Presiden Soeharto Berpulang",0,0,0,0,0,0,0,0,0,0,0,0,amoroso katamsi pemeran presiden soeharto berpulang
Bamsoet: Usulan Pilkada Kembali Lewat DPRD dari KPK,0,0,0,0,0,0,0,0,0,0,0,0,bambang soesatyo usulan pilihan kepala daerah kembali lewat dewan perwakilan rakyat daerah dari komisi pemberantasan korupsi
"Ane sih nonton aja sambil gelar tiker, selonjoran sambil ngopi ̢??; *mantaff",0,0,0,0,0,0,0,0,0,0,0,0,saya sih menonton saja sambil gelar tikar selonjoran sambil minum kopi mantap
"Seandainya Prabowo Presiden Konflik Rohingya Jadi Apa? Jadi ga jelas, semuanya ditipu oleh prabowo",1,0,1,0,0,0,0,0,1,1,0,0,seandainya prabowo presiden konflik rohingya jadi apa jadi tidak jelas semuanya ditipu oleh prabowo
"Kena Sanksi AS, Produksi Alumunium Rusia Terancam Menurun",0,0,0,0,0,0,0,0,0,0,0,0,kena sanksi as produksi alumunium rusia terancam menurun
RT USER USER USER maju mencebur mundur menjengkang itulah yang akan dialami mukidi,1,0,1,0,0,0,0,0,1,1,0,0,maju mencebur mundur menjengkang itulah yang akan dialami mukidi
"USER Iya yg dlu diangkat ridwan kamil itu.. sedih banget ya \xf0\x9f\x98\xad aku liat monyet2nya itu loh ga tega..\n\nBtw yg kandang buaya kayanya inget deh, lumut dimana2, trus kandangnya ga jelas gitu \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8",0,0,0,0,0,0,0,0,0,0,0,0,iya yang dulu diangkat ridwan kamil itu sedih banget ya aku lihat monyet monyetnya itu lah tidak tega by the way yang kandang buaya sepertinya ingat deh lumut dimana mana terus kandangnya tidak jelas begitu x8
(((Katolik Nusantara)))',0,0,0,0,0,0,0,0,0,0,0,0,katolik nusantara
"USER Kejadian 98, sgt menyedihkan.. ada beberapa warga Tionghoa yg sdh 28 thn menetap dan berbaur di kampung saya, pdhl kami org KP, sdh berusaha melindungi\xe2\x80\x8b mereka, ehh kejadian 98 mereka lari terbirit-birit meninggal rumah dan temp",0,0,0,0,0,0,0,0,0,0,0,0,kejadian 98 sangat menyedihkan ada beberapa warga tionghoa yang sudah 28 tahun menetap dan berbaur di kampung saya padahal kami orang kp sudah berusaha melindungi mereka eh kejadian 98 mereka lari terbirit birit meninggal rumah dan suhu
"USER Wasuuu, cangkem po silit kok angel dicekel ki'",0,1,0,0,0,0,0,0,0,0,0,0,wasuuu cangkem po silit kok angel dicekal ki
"seperti diketahui banyak banu Yahudi yg pergi menetap di Jazirah. terkhusus arab tengah seperti banu Najjar, Qurayza, Nadir etc.'",0,0,0,0,0,0,0,0,0,0,0,0,seperti diketahui banyak banu yahudi yang pergi menetap di jazirah terkhusus arab tengah seperti banu najjar qurayza nadir etc
